email_id,subject,text,label
2516,Meeting Reminder,The meeting agenda is attached for your review. Please respond when convenient. This update is scheduled for Wednesday.,meetings
3586,Upcoming Event,You are invited to attend our annual conference next month. Please respond when convenient. This update is scheduled for Friday.,events
4316,Exclusive Discount,Get 30 percent off your next purchase this weekend. Please respond when convenient. This update is scheduled for Wednesday.,promotions
4967,Monthly Newsletter,Here is your regular update with the latest information. Please respond when convenient. This update is scheduled for Tuesday.,newsletter_updates
2100,Account Statement,Please find the latest invoice attached to this email. Please respond when convenient. This update is scheduled for Wednesday.,finance
3600,Conference Update,Please RSVP for the upcoming company event. Please respond when convenient. This update is scheduled for Thursday.,events
4122,Exclusive Discount,Use this promotional code to receive a discount on your order. Please respond when convenient. This update is scheduled for Thursday.,promotions
30,Quarterly Report,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Wednesday.,business
66,Quarterly Report,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Tuesday.,business
839,Service Problem,I have not received my order yet and would like an update. Please respond when convenient. This update is scheduled for Monday.,customer_support
3907,Upcoming Event,You are invited to attend our annual conference next month. Please respond when convenient. This update is scheduled for Friday.,events
3774,Event Invitation,Please RSVP for the upcoming company event. Please respond when convenient. This update is scheduled for Tuesday.,events
4636,Latest News,Here are this week's latest company updates. Please respond when convenient. This update is scheduled for Friday.,newsletter_updates
3162,Travel Confirmation,Can you help me book a hotel for my business trip? Please respond when convenient. This update is scheduled for Thursday.,travel
2660,Schedule Update,I would like to arrange a meeting to discuss the project. Please respond when convenient. This update is scheduled for Friday.,meetings
4616,Weekly Update,Here is your regular update with the latest information. Please respond when convenient. This update is scheduled for Thursday.,newsletter_updates
4629,Weekly Update,Read the latest news and updates from our organization. Please respond when convenient. This update is scheduled for Thursday.,newsletter_updates
2452,Payment Update,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Wednesday.,finance
2847,Meeting Reminder,I would like to arrange a meeting to discuss the project. Please respond when convenient. This update is scheduled for Monday.,meetings
1145,Weekend Plans,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Friday.,personal
3079,Flight Booking,I would like to change the date of my hotel reservation. Please respond when convenient. This update is scheduled for Monday.,travel
1104,Hello,I wanted to check how you are doing. Please respond when convenient. This update is scheduled for Wednesday.,personal
169,Project Update,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Thursday.,business
1671,Interview Invitation,Please find my resume attached for your consideration. Please respond when convenient. This update is scheduled for Monday.,job_career
2571,Meeting Request,I would like to arrange a meeting to discuss the project. Please respond when convenient. This update is scheduled for Friday.,meetings
2378,Invoice,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Wednesday.,finance
4396,Special Offer,Use this promotional code to receive a discount on your order. Please respond when convenient. This update is scheduled for Tuesday.,promotions
4258,Limited Time Deal,Get 30 percent off your next purchase this weekend. Please respond when convenient. This update is scheduled for Tuesday.,promotions
3863,Event Invitation,You are invited to attend our annual conference next month. Please respond when convenient. This update is scheduled for Tuesday.,events
24,Quarterly Report,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Thursday.,business
2634,Meeting Reminder,The meeting agenda is attached for your review. Please respond when convenient. This update is scheduled for Tuesday.,meetings
3341,Flight Booking,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Thursday.,travel
2216,Invoice,I have a question regarding the payment shown on my account. Please respond when convenient. This update is scheduled for Wednesday.,finance
3683,Event Invitation,We are organizing a celebration and would love you to join us. Please respond when convenient. This update is scheduled for Tuesday.,events
4725,Monthly Newsletter,Read the latest news and updates from our organization. Please respond when convenient. This update is scheduled for Friday.,newsletter_updates
1908,Interview Invitation,I am interested in learning more about the internship opportunity. Please respond when convenient. This update is scheduled for Wednesday.,job_career
85,Business Update,The updated project proposal is ready for your review. Please respond when convenient. This update is scheduled for Tuesday.,business
228,Business Update,Please review the quarterly business report and share your feedback. Please respond when convenient. This update is scheduled for Friday.,business
297,Quarterly Report,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Wednesday.,business
1002,Checking In,Would you like to join us for lunch tomorrow? Please respond when convenient. This update is scheduled for Tuesday.,personal
2139,Invoice,I have a question regarding the payment shown on my account. Please respond when convenient. This update is scheduled for Thursday.,finance
712,Service Problem,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Wednesday.,customer_support
2802,Meeting Reminder,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Tuesday.,meetings
2528,Meeting Reminder,Can we reschedule our meeting to Thursday afternoon? Please respond when convenient. This update is scheduled for Monday.,meetings
3753,Event Invitation,We are organizing a celebration and would love you to join us. Please respond when convenient. This update is scheduled for Monday.,events
3322,Travel Confirmation,I would like to change the date of my hotel reservation. Please respond when convenient. This update is scheduled for Thursday.,travel
3182,Hotel Reservation,I would like to change the date of my hotel reservation. Please respond when convenient. This update is scheduled for Thursday.,travel
4184,Exclusive Discount,Enjoy exclusive discounts on selected products today. Please respond when convenient. This update is scheduled for Tuesday.,promotions
1616,Job Application,Please find my resume attached for your consideration. Please respond when convenient. This update is scheduled for Friday.,job_career
3025,Travel Confirmation,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Monday.,travel
1414,Weekend Plans,Please call me when you have some free time. Please respond when convenient. This update is scheduled for Friday.,personal
764,Service Problem,I have not received my order yet and would like an update. Please respond when convenient. This update is scheduled for Friday.,customer_support
656,Order Issue,Could you help me resolve this issue with my account? Please respond when convenient. This update is scheduled for Wednesday.,customer_support
4798,Latest News,This week's newsletter includes important announcements. Please respond when convenient. This update is scheduled for Wednesday.,newsletter_updates
3850,Conference Update,The event schedule has been updated. Please respond when convenient. This update is scheduled for Tuesday.,events
4154,Limited Time Deal,Get 30 percent off your next purchase this weekend. Please respond when convenient. This update is scheduled for Thursday.,promotions
469,Project Update,The client has requested an update on the project timeline. Please respond when convenient. This update is scheduled for Wednesday.,business
158,Business Update,The client has requested an update on the project timeline. Please respond when convenient. This update is scheduled for Wednesday.,business
1296,Weekend Plans,Please call me when you have some free time. Please respond when convenient. This update is scheduled for Tuesday.,personal
498,Business Update,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Monday.,business
4741,Latest News,Here is your regular update with the latest information. Please respond when convenient. This update is scheduled for Monday.,newsletter_updates
2941,Meeting Reminder,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Friday.,meetings
3457,Hotel Reservation,Can you help me book a hotel for my business trip? Please respond when convenient. This update is scheduled for Thursday.,travel
374,Project Update,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Monday.,business
80,Business Update,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Tuesday.,business
1554,Job Application,Please find my resume attached for your consideration. Please respond when convenient. This update is scheduled for Monday.,job_career
1670,Job Application,Could you provide an update regarding my job application? Please respond when convenient. This update is scheduled for Friday.,job_career
2132,Payment Update,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Thursday.,finance
4440,Exclusive Discount,Use this promotional code to receive a discount on your order. Please respond when convenient. This update is scheduled for Monday.,promotions
466,Project Update,Please review the quarterly business report and share your feedback. Please respond when convenient. This update is scheduled for Tuesday.,business
249,Quarterly Report,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Thursday.,business
932,Service Problem,I am having trouble with my order and need some assistance. Please respond when convenient. This update is scheduled for Friday.,customer_support
1336,Hello,I wanted to check how you are doing. Please respond when convenient. This update is scheduled for Monday.,personal
4525,Weekly Update,Here is your regular update with the latest information. Please respond when convenient. This update is scheduled for Friday.,newsletter_updates
1339,Checking In,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Wednesday.,personal
1407,Hello,I hope you are doing well. Let me know when we can catch up. Please respond when convenient. This update is scheduled for Friday.,personal
1091,Hello,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Thursday.,personal
4210,Limited Time Deal,Enjoy exclusive discounts on selected products today. Please respond when convenient. This update is scheduled for Monday.,promotions
743,Service Problem,I am having trouble with my order and need some assistance. Please respond when convenient. This update is scheduled for Thursday.,customer_support
2324,Invoice,I have a question regarding the payment shown on my account. Please respond when convenient. This update is scheduled for Tuesday.,finance
3602,Upcoming Event,Please RSVP for the upcoming company event. Please respond when convenient. This update is scheduled for Tuesday.,events
2124,Account Statement,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Friday.,finance
2095,Account Statement,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Friday.,finance
241,Quarterly Report,The updated project proposal is ready for your review. Please respond when convenient. This update is scheduled for Monday.,business
2352,Invoice,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Friday.,finance
1371,Hello,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Friday.,personal
1058,Weekend Plans,Would you like to join us for lunch tomorrow? Please respond when convenient. This update is scheduled for Thursday.,personal
4817,Latest News,Read the latest news and updates from our organization. Please respond when convenient. This update is scheduled for Wednesday.,newsletter_updates
200,Project Update,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Tuesday.,business
2281,Account Statement,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Tuesday.,finance
4750,Monthly Newsletter,This week's newsletter includes important announcements. Please respond when convenient. This update is scheduled for Wednesday.,newsletter_updates
2221,Payment Update,Could you confirm whether my refund has been issued? Please respond when convenient. This update is scheduled for Friday.,finance
4772,Monthly Newsletter,Read the latest news and updates from our organization. Please respond when convenient. This update is scheduled for Friday.,newsletter_updates
2820,Meeting Request,I would like to arrange a meeting to discuss the project. Please respond when convenient. This update is scheduled for Monday.,meetings
3151,Hotel Reservation,Please send me the details of my upcoming trip. Please respond when convenient. This update is scheduled for Thursday.,travel
4257,Exclusive Discount,Enjoy exclusive discounts on selected products today. Please respond when convenient. This update is scheduled for Friday.,promotions
3108,Flight Booking,Your flight booking has been confirmed for next Monday. Please respond when convenient. This update is scheduled for Thursday.,travel
1974,Career Opportunity,Could you provide an update regarding my job application? Please respond when convenient. This update is scheduled for Tuesday.,job_career
1376,Hello,Please call me when you have some free time. Please respond when convenient. This update is scheduled for Thursday.,personal
3969,Upcoming Event,Please RSVP for the upcoming company event. Please respond when convenient. This update is scheduled for Tuesday.,events
4063,Limited Time Deal,Enjoy exclusive discounts on selected products today. Please respond when convenient. This update is scheduled for Thursday.,promotions
4446,Exclusive Discount,Enjoy exclusive discounts on selected products today. Please respond when convenient. This update is scheduled for Wednesday.,promotions
3558,Conference Update,Please find the invitation for the upcoming seminar. Please respond when convenient. This update is scheduled for Monday.,events
965,Support Request,Could you help me resolve this issue with my account? Please respond when convenient. This update is scheduled for Tuesday.,customer_support
180,Quarterly Report,Please review the quarterly business report and share your feedback. Please respond when convenient. This update is scheduled for Wednesday.,business
3699,Upcoming Event,We are organizing a celebration and would love you to join us. Please respond when convenient. This update is scheduled for Monday.,events
3822,Event Invitation,Please RSVP for the upcoming company event. Please respond when convenient. This update is scheduled for Friday.,events
4879,Monthly Newsletter,Here are this week's latest company updates. Please respond when convenient. This update is scheduled for Tuesday.,newsletter_updates
3900,Conference Update,The event schedule has been updated. Please respond when convenient. This update is scheduled for Thursday.,events
4488,Special Offer,Get 30 percent off your next purchase this weekend. Please respond when convenient. This update is scheduled for Friday.,promotions
3239,Flight Booking,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Thursday.,travel
2975,Meeting Reminder,Can we reschedule our meeting to Thursday afternoon? Please respond when convenient. This update is scheduled for Monday.,meetings
3581,Conference Update,You are invited to attend our annual conference next month. Please respond when convenient. This update is scheduled for Monday.,events
2888,Meeting Reminder,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Friday.,meetings
2576,Meeting Request,Can we reschedule our meeting to Thursday afternoon? Please respond when convenient. This update is scheduled for Wednesday.,meetings
1420,Checking In,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Wednesday.,personal
3908,Upcoming Event,The event schedule has been updated. Please respond when convenient. This update is scheduled for Friday.,events
4674,Latest News,Read the latest news and updates from our organization. Please respond when convenient. This update is scheduled for Thursday.,newsletter_updates
4903,Weekly Update,Here is your regular update with the latest information. Please respond when convenient. This update is scheduled for Monday.,newsletter_updates
1861,Career Opportunity,Could you provide an update regarding my job application? Please respond when convenient. This update is scheduled for Tuesday.,job_career
9,Business Update,The client has requested an update on the project timeline. Please respond when convenient. This update is scheduled for Thursday.,business
2895,Meeting Request,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Wednesday.,meetings
2848,Schedule Update,Can we reschedule our meeting to Thursday afternoon? Please respond when convenient. This update is scheduled for Tuesday.,meetings
3665,Upcoming Event,Please find the invitation for the upcoming seminar. Please respond when convenient. This update is scheduled for Tuesday.,events
145,Business Update,The updated project proposal is ready for your review. Please respond when convenient. This update is scheduled for Tuesday.,business
2105,Invoice,I have a question regarding the payment shown on my account. Please respond when convenient. This update is scheduled for Wednesday.,finance
3144,Travel Confirmation,Your flight booking has been confirmed for next Monday. Please respond when convenient. This update is scheduled for Wednesday.,travel
842,Support Request,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Tuesday.,customer_support
1129,Hello,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Monday.,personal
152,Business Update,The updated project proposal is ready for your review. Please respond when convenient. This update is scheduled for Tuesday.,business
3592,Conference Update,Please find the invitation for the upcoming seminar. Please respond when convenient. This update is scheduled for Thursday.,events
1053,Hello,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Friday.,personal
1591,Career Opportunity,Please find my resume attached for your consideration. Please respond when convenient. This update is scheduled for Tuesday.,job_career
3009,Travel Confirmation,Your flight booking has been confirmed for next Monday. Please respond when convenient. This update is scheduled for Thursday.,travel
2030,Payment Update,Could you confirm whether my refund has been issued? Please respond when convenient. This update is scheduled for Tuesday.,finance
3419,Travel Confirmation,Can you help me book a hotel for my business trip? Please respond when convenient. This update is scheduled for Monday.,travel
1808,Job Application,Could you provide an update regarding my job application? Please respond when convenient. This update is scheduled for Friday.,job_career
2697,Schedule Update,The meeting agenda is attached for your review. Please respond when convenient. This update is scheduled for Monday.,meetings
3040,Hotel Reservation,I would like to change the date of my hotel reservation. Please respond when convenient. This update is scheduled for Tuesday.,travel
473,Project Update,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Tuesday.,business
3290,Travel Confirmation,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Monday.,travel
4075,Exclusive Discount,Use this promotional code to receive a discount on your order. Please respond when convenient. This update is scheduled for Tuesday.,promotions
3497,Travel Confirmation,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Friday.,travel
280,Project Update,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Tuesday.,business
1742,Job Application,We would like to invite you for an interview for the open position. Please respond when convenient. This update is scheduled for Friday.,job_career
4625,Weekly Update,Welcome to our monthly newsletter. Please respond when convenient. This update is scheduled for Monday.,newsletter_updates
2887,Schedule Update,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Tuesday.,meetings
1942,Career Opportunity,Could you provide an update regarding my job application? Please respond when convenient. This update is scheduled for Monday.,job_career
101,Business Update,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Monday.,business
2805,Meeting Reminder,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Thursday.,meetings
3571,Event Invitation,The event schedule has been updated. Please respond when convenient. This update is scheduled for Wednesday.,events
3685,Conference Update,The event schedule has been updated. Please respond when convenient. This update is scheduled for Tuesday.,events
3662,Event Invitation,You are invited to attend our annual conference next month. Please respond when convenient. This update is scheduled for Tuesday.,events
531,Order Issue,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Monday.,customer_support
1887,Career Opportunity,Please find my resume attached for your consideration. Please respond when convenient. This update is scheduled for Friday.,job_career
682,Service Problem,My product arrived damaged. Please help me with a replacement. Please respond when convenient. This update is scheduled for Wednesday.,customer_support
3795,Upcoming Event,We are organizing a celebration and would love you to join us. Please respond when convenient. This update is scheduled for Wednesday.,events
3945,Conference Update,Please RSVP for the upcoming company event. Please respond when convenient. This update is scheduled for Monday.,events
4667,Weekly Update,Here is your regular update with the latest information. Please respond when convenient. This update is scheduled for Wednesday.,newsletter_updates
2019,Payment Update,Please find the latest invoice attached to this email. Please respond when convenient. This update is scheduled for Friday.,finance
1097,Checking In,Please call me when you have some free time. Please respond when convenient. This update is scheduled for Friday.,personal
830,Service Problem,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Wednesday.,customer_support
2806,Meeting Request,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Monday.,meetings
3830,Conference Update,You are invited to attend our annual conference next month. Please respond when convenient. This update is scheduled for Tuesday.,events
4382,Special Offer,Shop now and receive free delivery on qualifying purchases. Please respond when convenient. This update is scheduled for Tuesday.,promotions
3892,Event Invitation,You are invited to attend our annual conference next month. Please respond when convenient. This update is scheduled for Monday.,events
765,Service Problem,My product arrived damaged. Please help me with a replacement. Please respond when convenient. This update is scheduled for Monday.,customer_support
2768,Schedule Update,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Tuesday.,meetings
4329,Special Offer,Get 30 percent off your next purchase this weekend. Please respond when convenient. This update is scheduled for Tuesday.,promotions
3296,Travel Confirmation,Can you help me book a hotel for my business trip? Please respond when convenient. This update is scheduled for Wednesday.,travel
2195,Payment Update,Please find the latest invoice attached to this email. Please respond when convenient. This update is scheduled for Thursday.,finance
2358,Payment Update,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Friday.,finance
3426,Flight Booking,I would like to change the date of my hotel reservation. Please respond when convenient. This update is scheduled for Monday.,travel
3980,Event Invitation,The event schedule has been updated. Please respond when convenient. This update is scheduled for Wednesday.,events
912,Support Request,Could you help me resolve this issue with my account? Please respond when convenient. This update is scheduled for Thursday.,customer_support
3146,Travel Confirmation,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Monday.,travel
1000,Order Issue,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Thursday.,customer_support
3654,Upcoming Event,Please RSVP for the upcoming company event. Please respond when convenient. This update is scheduled for Thursday.,events
2484,Payment Update,I have a question regarding the payment shown on my account. Please respond when convenient. This update is scheduled for Monday.,finance
4077,Special Offer,Enjoy exclusive discounts on selected products today. Please respond when convenient. This update is scheduled for Friday.,promotions
2371,Payment Update,Please find the latest invoice attached to this email. Please respond when convenient. This update is scheduled for Monday.,finance
4839,Monthly Newsletter,Read the latest news and updates from our organization. Please respond when convenient. This update is scheduled for Wednesday.,newsletter_updates
34,Business Update,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Monday.,business
3790,Event Invitation,You are invited to attend our annual conference next month. Please respond when convenient. This update is scheduled for Thursday.,events
1021,Weekend Plans,Please call me when you have some free time. Please respond when convenient. This update is scheduled for Friday.,personal
1648,Job Application,I am writing to apply for the software developer position. Please respond when convenient. This update is scheduled for Friday.,job_career
734,Order Issue,I am having trouble with my order and need some assistance. Please respond when convenient. This update is scheduled for Monday.,customer_support
4583,Weekly Update,Welcome to our monthly newsletter. Please respond when convenient. This update is scheduled for Monday.,newsletter_updates
3275,Travel Confirmation,Your flight booking has been confirmed for next Monday. Please respond when convenient. This update is scheduled for Friday.,travel
1621,Interview Invitation,We would like to invite you for an interview for the open position. Please respond when convenient. This update is scheduled for Wednesday.,job_career
3136,Travel Confirmation,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Wednesday.,travel
2690,Schedule Update,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Tuesday.,meetings
2708,Meeting Request,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Thursday.,meetings
298,Quarterly Report,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Wednesday.,business
2340,Account Statement,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Friday.,finance
654,Order Issue,I have not received my order yet and would like an update. Please respond when convenient. This update is scheduled for Wednesday.,customer_support
3775,Event Invitation,Please RSVP for the upcoming company event. Please respond when convenient. This update is scheduled for Thursday.,events
1256,Checking In,Please call me when you have some free time. Please respond when convenient. This update is scheduled for Wednesday.,personal
4521,Latest News,Here is your regular update with the latest information. Please respond when convenient. This update is scheduled for Friday.,newsletter_updates
231,Business Update,The updated project proposal is ready for your review. Please respond when convenient. This update is scheduled for Tuesday.,business
3277,Flight Booking,I would like to change the date of my hotel reservation. Please respond when convenient. This update is scheduled for Friday.,travel
3231,Travel Confirmation,Your flight booking has been confirmed for next Monday. Please respond when convenient. This update is scheduled for Tuesday.,travel
692,Order Issue,I am having trouble with my order and need some assistance. Please respond when convenient. This update is scheduled for Thursday.,customer_support
2755,Meeting Reminder,Can we reschedule our meeting to Thursday afternoon? Please respond when convenient. This update is scheduled for Tuesday.,meetings
4864,Weekly Update,This week's newsletter includes important announcements. Please respond when convenient. This update is scheduled for Monday.,newsletter_updates
970,Order Issue,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Thursday.,customer_support
634,Order Issue,I have not received my order yet and would like an update. Please respond when convenient. This update is scheduled for Friday.,customer_support
4093,Special Offer,Get 30 percent off your next purchase this weekend. Please respond when convenient. This update is scheduled for Wednesday.,promotions
4078,Special Offer,Use this promotional code to receive a discount on your order. Please respond when convenient. This update is scheduled for Tuesday.,promotions
1322,Hello,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Friday.,personal
1832,Job Application,I am writing to apply for the software developer position. Please respond when convenient. This update is scheduled for Monday.,job_career
2179,Invoice,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Thursday.,finance
1418,Checking In,Would you like to join us for lunch tomorrow? Please respond when convenient. This update is scheduled for Friday.,personal
1783,Interview Invitation,I am writing to apply for the software developer position. Please respond when convenient. This update is scheduled for Tuesday.,job_career
4716,Weekly Update,Welcome to our monthly newsletter. Please respond when convenient. This update is scheduled for Monday.,newsletter_updates
4702,Latest News,Here is your regular update with the latest information. Please respond when convenient. This update is scheduled for Wednesday.,newsletter_updates
4119,Special Offer,Use this promotional code to receive a discount on your order. Please respond when convenient. This update is scheduled for Tuesday.,promotions
1653,Job Application,Please find my resume attached for your consideration. Please respond when convenient. This update is scheduled for Friday.,job_career
1484,Checking In,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Wednesday.,personal
2276,Payment Update,Could you confirm whether my refund has been issued? Please respond when convenient. This update is scheduled for Tuesday.,finance
878,Service Problem,I have not received my order yet and would like an update. Please respond when convenient. This update is scheduled for Tuesday.,customer_support
3526,Event Invitation,The event schedule has been updated. Please respond when convenient. This update is scheduled for Friday.,events
2017,Invoice,Could you confirm whether my refund has been issued? Please respond when convenient. This update is scheduled for Wednesday.,finance
427,Business Update,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Thursday.,business
627,Order Issue,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Monday.,customer_support
1590,Job Application,Please find my resume attached for your consideration. Please respond when convenient. This update is scheduled for Tuesday.,job_career
2224,Invoice,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Tuesday.,finance
2218,Invoice,Could you confirm whether my refund has been issued? Please respond when convenient. This update is scheduled for Friday.,finance
4484,Special Offer,Use this promotional code to receive a discount on your order. Please respond when convenient. This update is scheduled for Thursday.,promotions
1486,Weekend Plans,Would you like to join us for lunch tomorrow? Please respond when convenient. This update is scheduled for Friday.,personal
1740,Job Application,Could you provide an update regarding my job application? Please respond when convenient. This update is scheduled for Thursday.,job_career
2481,Account Statement,Please find the latest invoice attached to this email. Please respond when convenient. This update is scheduled for Friday.,finance
2585,Meeting Request,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Wednesday.,meetings
2894,Meeting Request,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Tuesday.,meetings
